0.0550,0.0150,0.0000
0.0550,0.0150,0.0200
-0.0200,0.0150,0.0200
-0.0200,0.0150,0.0000
0.0550,0.0400,0.0200
-0.0200,0.0400,0.0200
-0.0200,0.0400,0.0000
0.0550,0.0400,0.0000
0.0550,-0.0100,0.0000
0.0550,-0.0100,0.0200
-0.0200,-0.0100,0.0200
-0.0200,-0.0100,0.0000
0.0800,0.0300,0.0200
0.0800,0.0300,0.0000
0.0950,0.0150,0.0000
0.0950,0.0150,0.0200
0.0800,0.0400,0.0000
0.1050,0.0150,0.0000
0.1050,0.0150,0.0200
0.0800,0.0400,0.0200
0.0800,0.0000,0.0000
0.0800,0.0000,0.0200
0.0800,-0.0100,0.0200
0.0800,-0.0100,0.0000
0.0650,0.0150,0.0000
0.0650,0.0150,0.0200
0.0550,0.0150,0.0067
0.0550,0.0150,0.0133
0.0482,0.0150,0.0200
0.0414,0.0150,0.0200
0.0345,0.0150,0.0200
0.0277,0.0150,0.0200
0.0209,0.0150,0.0200
0.0141,0.0150,0.0200
0.0073,0.0150,0.0200
0.0005,0.0150,0.0200
-0.0064,0.0150,0.0200
-0.0132,0.0150,0.0200
-0.0200,0.0150,0.0133
-0.0200,0.0150,0.0067
-0.0132,0.0150,0.0000
-0.0064,0.0150,0.0000
0.0005,0.0150,0.0000
0.0073,0.0150,0.0000
0.0141,0.0150,0.0000
0.0209,0.0150,0.0000
0.0277,0.0150,0.0000
0.0345,0.0150,0.0000
0.0414,0.0150,0.0000
0.0482,0.0150,0.0000
0.0550,0.0400,0.0133
0.0550,0.0400,0.0067
-0.0132,0.0400,0.0200
-0.0064,0.0400,0.0200
0.0005,0.0400,0.0200
0.0073,0.0400,0.0200
0.0141,0.0400,0.0200
0.0209,0.0400,0.0200
0.0277,0.0400,0.0200
0.0345,0.0400,0.0200
0.0414,0.0400,0.0200
0.0482,0.0400,0.0200
-0.0200,0.0400,0.0067
-0.0200,0.0400,0.0133
0.0482,0.0400,0.0000
0.0414,0.0400,0.0000
0.0345,0.0400,0.0000
0.0277,0.0400,0.0000
0.0209,0.0400,0.0000
0.0141,0.0400,0.0000
0.0073,0.0400,0.0000
0.0005,0.0400,0.0000
-0.0064,0.0400,0.0000
-0.0132,0.0400,0.0000
-0.0200,0.0233,0.0000
-0.0200,0.0317,0.0000
0.0550,0.0317,0.0000
0.0550,0.0233,0.0000
-0.0200,0.0317,0.0200
-0.0200,0.0233,0.0200
0.0550,0.0233,0.0200
0.0550,0.0317,0.0200
0.0550,-0.0100,0.0067
0.0550,-0.0100,0.0133
0.0482,-0.0100,0.0200
0.0414,-0.0100,0.0200
0.0345,-0.0100,0.0200
0.0277,-0.0100,0.0200
0.0209,-0.0100,0.0200
0.0141,-0.0100,0.0200
0.0073,-0.0100,0.0200
0.0005,-0.0100,0.0200
-0.0064,-0.0100,0.0200
-0.0132,-0.0100,0.0200
-0.0200,-0.0100,0.0133
-0.0200,-0.0100,0.0067
-0.0132,-0.0100,0.0000
-0.0064,-0.0100,0.0000
0.0005,-0.0100,0.0000
0.0073,-0.0100,0.0000
0.0141,-0.0100,0.0000
0.0209,-0.0100,0.0000
0.0277,-0.0100,0.0000
0.0345,-0.0100,0.0000
0.0414,-0.0100,0.0000
0.0482,-0.0100,0.0000
-0.0200,-0.0017,0.0000
-0.0200,0.0067,0.0000
0.0550,0.0067,0.0000
0.0550,-0.0017,0.0000
-0.0200,0.0067,0.0200
-0.0200,-0.0017,0.0200
0.0550,-0.0017,0.0200
0.0550,0.0067,0.0200
0.0800,0.0300,0.0133
0.0800,0.0300,0.0067
0.0857,0.0289,0.0000
0.0906,0.0256,0.0000
0.0939,0.0207,0.0000
0.0950,0.0150,0.0067
0.0950,0.0150,0.0133
0.0939,0.0207,0.0200
0.0906,0.0256,0.0200
0.0857,0.0289,0.0200
0.0800,0.0400,0.0067
0.0800,0.0400,0.0133
0.1031,0.0246,0.0000
0.0977,0.0327,0.0000
0.0896,0.0381,0.0000
0.1050,0.0150,0.0133
0.1050,0.0150,0.0067
0.0896,0.0381,0.0200
0.0977,0.0327,0.0200
0.1031,0.0246,0.0200
0.1000,0.0150,0.0200
0.0800,0.0350,0.0200
0.1000,0.0150,0.0000
0.0800,0.0350,0.0000
0.0800,0.0000,0.0067
0.0800,0.0000,0.0133
0.0857,0.0011,0.0200
0.0906,0.0044,0.0200
0.0939,0.0093,0.0200
0.0939,0.0093,0.0000
0.0906,0.0044,0.0000
0.0857,0.0011,0.0000
0.0800,-0.0100,0.0133
0.0800,-0.0100,0.0067
0.1031,0.0054,0.0200
0.0977,-0.0027,0.0200
0.0896,-0.0081,0.0200
0.0896,-0.0081,0.0000
0.0977,-0.0027,0.0000
0.1031,0.0054,0.0000
0.0800,-0.0050,0.0000
0.0800,-0.0050,0.0200
0.0600,0.0150,0.0200
0.0600,0.0150,0.0000
0.0650,0.0150,0.0067
0.0650,0.0150,0.0133
0.0661,0.0093,0.0000
0.0694,0.0044,0.0000
0.0743,0.0011,0.0000
0.0661,0.0093,0.0200
0.0694,0.0044,0.0200
0.0743,0.0011,0.0200
0.0633,-0.0100,0.0200
0.0717,-0.0100,0.0200
0.0633,-0.0100,0.0000
0.0717,-0.0100,0.0000
0.0661,0.0207,0.0000
0.0694,0.0256,0.0000
0.0743,0.0289,0.0000
0.0661,0.0207,0.0200
0.0694,0.0256,0.0200
0.0743,0.0289,0.0200
0.0633,0.0400,0.0000
0.0717,0.0400,0.0000
0.0633,0.0400,0.0200
0.0717,0.0400,0.0200
0.0482,0.0150,0.0067
0.0482,0.0150,0.0133
0.0414,0.0150,0.0067
0.0414,0.0150,0.0133
0.0345,0.0150,0.0067
