0,0
0.01,4.24335e+06
0.02,8.48671e+06
0.03,1.27301e+07
0.04,1.69734e+07
0.05,2.12168e+07
0.06,2.54601e+07
0.07,2.97035e+07
0.08,3.39468e+07
0.09,3.81902e+07
0.1,4.24335e+07
0.11,4.66769e+07
0.12,5.09202e+07
0.13,5.51636e+07
0.14,5.9407e+07
0.15,6.36503e+07
0.16,6.78937e+07
0.17,7.2137e+07
0.18,7.63804e+07
0.19,8.06237e+07
0.2,8.48671e+07
0.21,8.91104e+07
0.22,9.33538e+07
0.23,9.75971e+07
0.24,1.0184e+08
0.25,1.06084e+08
0.26,1.10327e+08
0.27,1.14571e+08
0.28,1.18814e+08
0.29,1.23057e+08
0.3,1.27301e+08
0.31,1.31544e+08
0.32,1.35787e+08
0.33,1.40031e+08
0.34,1.44274e+08
0.35,1.48517e+08
0.36,1.52761e+08
0.37,1.57004e+08
0.38,1.61247e+08
0.39,1.65491e+08
0.4,1.69734e+08
0.41,1.73977e+08
0.42,1.78221e+08
0.43,1.82464e+08
0.44,1.86708e+08
0.45,1.90951e+08
0.46,1.95194e+08
0.47,1.99438e+08
0.48,2.03681e+08
0.49,2.07924e+08
0.5,2.12168e+08
0.51,2.16411e+08
0.52,2.20654e+08
0.53,2.24898e+08
0.54,2.29141e+08
0.55,2.33384e+08
0.56,2.37628e+08
0.57,2.41871e+08
0.58,2.46115e+08
0.59,2.50358e+08
0.6,2.54601e+08
0.61,2.58845e+08
0.62,2.63088e+08
0.63,2.67331e+08
0.64,2.71575e+08
0.65,2.75818e+08
0.66,2.80061e+08
0.67,2.84305e+08
0.68,2.88548e+08
0.69,2.92791e+08
0.7,2.97035e+08
0.71,3.01278e+08
0.72,3.05521e+08
0.73,3.09765e+08
0.74,3.14008e+08
0.75,3.18252e+08
0.76,3.22495e+08
0.77,3.26738e+08
0.78,3.30982e+08
0.79,3.35225e+08
0.8,3.39468e+08
0.81,3.43712e+08
0.82,3.47955e+08
0.83,3.52198e+08
0.84,3.56442e+08
0.85,3.60685e+08
0.86,3.64928e+08
0.87,3.69172e+08
0.88,3.73415e+08
0.89,3.77658e+08
0.9,3.81902e+08
0.91,3.86145e+08
0.92,3.90389e+08
0.93,3.94632e+08
0.94,3.98875e+08
0.95,4.03119e+08
0.96,4.07362e+08
0.97,4.11605e+08
0.98,4.15849e+08
0.99,4.20092e+08
1,4.24335e+08
