0,0
0.01,98.7358
0.02,197.472
0.03,296.207
0.04,394.943
0.05,493.679
0.06,592.415
0.07,691.151
0.08,789.887
0.09,888.622
0.1,987.358
0.11,1086.09
0.12,1184.83
0.13,1283.57
0.14,1382.3
0.15,1481.04
0.16,1579.77
0.17,1678.51
0.18,1777.24
0.19,1875.98
0.2,1974.72
0.21,2073.45
0.22,2172.19
0.23,2270.92
0.24,2369.66
0.25,2468.4
0.26,2567.13
0.27,2665.87
0.28,2764.6
0.29,2863.34
0.3,2962.07
0.31,3060.81
0.32,3159.55
0.33,3258.28
0.34,3357.02
0.35,3455.75
0.36,3554.49
0.37,3653.23
0.38,3751.96
0.39,3850.7
0.4,3949.43
0.41,4048.17
0.42,4146.9
0.43,4245.64
0.44,4344.38
0.45,4443.11
0.46,4541.85
0.47,4640.58
0.48,4739.32
0.49,4838.06
0.5,4936.79
0.51,5035.53
0.52,5134.26
0.53,5233
0.54,5331.73
0.55,5430.47
0.56,5529.21
0.57,5627.94
0.58,5726.68
0.59,5825.41
0.6,5924.15
0.61,6022.88
0.62,6121.62
0.63,6220.36
0.64,6319.09
0.65,6417.83
0.66,6516.56
0.67,6615.3
0.68,6714.04
0.69,6812.77
0.7,6911.51
0.71,7010.24
0.72,7108.98
0.73,7207.71
0.74,7306.45
0.75,7405.19
0.76,7503.92
0.77,7602.66
0.78,7701.39
0.79,7800.13
0.8,7898.87
0.81,7997.6
0.82,8096.34
0.83,8195.07
0.84,8293.81
0.85,8392.54
0.86,8491.28
0.87,8590.02
0.88,8688.75
0.89,8787.49
0.9,8886.22
0.91,8984.96
0.92,9083.7
0.93,9182.43
0.94,9281.17
0.95,9379.9
0.96,9478.64
0.97,9577.38
0.98,9676.11
0.99,9774.85
1,9873.58
