1,8.78305e-08,-0.000182771,1.74172e-07,0.000182771
2,8.78213e-08,-0.000182771,-1.7416e-07,0.000182771
3,1.75944e-34,5.91053e-35,-2.31573e-35,0
4,1.75944e-34,5.91053e-35,2.31573e-35,0
5,8.55062e-05,-0.000182078,-2.02669e-06,0.000201166
6,0,0,0,0
7,-0,-0,0,0
8,8.55061e-05,-0.000182078,2.02668e-06,0.000201166
9,-8.66314e-05,-0.000183687,-2.10342e-06,0.000203102
10,-8.66313e-05,-0.000183687,2.10343e-06,0.000203102
11,-0,-0,-0,0
12,-0,-0,-0,0
13,4.62562e-05,-0.000303375,-2.40215e-07,0.000306882
14,4.62562e-05,-0.000303375,2.40196e-07,0.000306881
15,5.78916e-06,-0.000395562,5.1594e-07,0.000395605
16,5.78915e-06,-0.000395562,-5.15935e-07,0.000395605
17,0.000104808,-0.000303781,9.43776e-07,0.000321354
18,4.77733e-06,-0.000421635,3.84248e-07,0.000421663
19,4.77732e-06,-0.000421635,-3.84234e-07,0.000421663
20,0.000104808,-0.000303781,-9.43769e-07,0.000321354
21,-4.18155e-05,-0.000314234,3.13075e-07,0.000317004
22,-4.18156e-05,-0.000314234,-3.13079e-07,0.000317004
23,-0.000101303,-0.000312644,-2.04288e-07,0.000328647
24,-0.000101303,-0.000312644,2.04299e-07,0.000328647
25,-8.27521e-07,-0.000219578,3.20292e-07,0.00021958
26,-8.27441e-07,-0.000219578,-3.20294e-07,0.00021958
27,3.42782e-08,-0.000182764,5.84895e-08,0.000182764
28,3.41996e-08,-0.000182764,-5.84877e-08,0.000182764
29,2.00431e-07,-0.000156687,-1.02839e-07,0.000156687
30,1.84331e-07,-0.000131854,-5.58346e-08,0.000131854
31,1.35259e-07,-0.000108522,-2.76721e-08,0.000108522
32,8.66855e-08,-8.68206e-05,-1.20405e-08,8.68206e-05
33,5.01334e-08,-6.69148e-05,-4.16355e-09,6.69148e-05
34,2.62654e-08,-4.90021e-05,-6.60878e-10,4.90021e-05
35,1.22354e-08,-3.33008e-05,5.98171e-10,3.33008e-05
36,4.77893e-09,-2.00638e-05,8.34281e-10,2.00638e-05
37,1.28903e-09,-9.65027e-06,6.77102e-10,9.65027e-06
38,-1.3294e-12,-2.6002e-06,3.97453e-10,2.6002e-06
39,2.01267e-34,1.38147e-34,-7.13277e-35,0
40,1.67434e-34,1.35017e-34,-4.23609e-35,0
41,-1.33719e-12,-2.6002e-06,-3.97464e-10,2.6002e-06
42,1.28901e-09,-9.65027e-06,-6.77128e-10,9.65027e-06
43,4.7789e-09,-2.00638e-05,-8.34331e-10,2.00638e-05
44,1.22353e-08,-3.33008e-05,-5.98256e-10,3.33008e-05
45,2.62654e-08,-4.90021e-05,6.60714e-10,4.90021e-05
46,5.01334e-08,-6.69148e-05,4.16333e-09,6.69148e-05
47,8.66855e-08,-8.68206e-05,1.204e-08,8.68206e-05
48,1.35259e-07,-0.000108522,2.76717e-08,0.000108522
49,1.84335e-07,-0.000131854,5.58349e-08,0.000131854
50,2.00424e-07,-0.000156687,1.02836e-07,0.000156687
51,8.56152e-05,-0.000182668,-6.89204e-07,0.000201738
52,8.56152e-05,-0.000182668,6.89229e-07,0.000201738
53,1.30794e-05,-7.05559e-06,-4.42107e-06,1.55048e-05
54,2.33899e-05,-1.50266e-05,-4.62704e-06,2.81832e-05
55,3.33294e-05,-2.53959e-05,-4.30135e-06,4.21225e-05
56,4.2606e-05,-3.82446e-05,-3.91425e-06,5.73868e-05
57,5.10776e-05,-5.34916e-05,-3.54373e-06,7.40462e-05
58,5.8715e-05,-7.09292e-05,-3.17253e-06,9.21329e-05
59,6.5506e-05,-9.03224e-05,-2.80075e-06,0.000111611
60,7.14582e-05,-0.000111408,-2.44224e-06,0.000132378
61,7.66232e-05,-0.000133892,-2.13612e-06,0.000154281
62,8.11734e-05,-0.000157483,-1.95951e-06,0.000177183
63,-9.68164e-34,-2.69678e-34,-8.55375e-35,0
64,-7.06373e-34,-2.54922e-34,-1.67312e-34,0
65,8.11734e-05,-0.000157483,1.9595e-06,0.000177183
