0.0490,-0.1139,-0.0000
0.0452,-0.0695,-0.0000
0.0226,-0.0312,0.0000
-0.0144,-0.0065,0.0000
-0.0585,-0.0004,0.0000
-0.1009,-0.0139,0.0000
-0.1332,-0.0445,-0.0000
-0.1490,-0.0861,-0.0000
-0.1452,-0.1305,-0.0000
-0.1226,-0.1688,0.0000
-0.0856,-0.1935,0.0000
-0.0415,-0.1996,0.0000
0.0009,-0.1861,0.0000
0.0332,-0.1555,-0.0000
0.4500,0.1500,0.0000
-0.5500,0.1500,0.0000
0.4500,-0.3500,0.0000
-0.5500,-0.3500,0.0000
0.4000,0.1500,0.0000
0.3500,0.1500,0.0000
0.3000,0.1500,0.0000
0.2500,0.1500,0.0000
0.2000,0.1500,0.0000
0.1500,0.1500,0.0000
0.1000,0.1500,0.0000
0.0500,0.1500,0.0000
0.0000,0.1500,0.0000
-0.0500,0.1500,0.0000
-0.1000,0.1500,0.0000
-0.1500,0.1500,0.0000
-0.2000,0.1500,0.0000
-0.2500,0.1500,0.0000
-0.3000,0.1500,0.0000
-0.3500,0.1500,0.0000
-0.4000,0.1500,0.0000
-0.4500,0.1500,0.0000
-0.5000,0.1500,0.0000
0.4500,-0.3000,0.0000
0.4500,-0.2500,0.0000
0.4500,-0.2000,0.0000
0.4500,-0.1500,0.0000
0.4500,-0.1000,0.0000
0.4500,-0.0500,0.0000
0.4500,-0.0000,0.0000
0.4500,0.0500,0.0000
0.4500,0.1000,0.0000
-0.5000,-0.3500,0.0000
-0.4500,-0.3500,0.0000
-0.4000,-0.3500,0.0000
-0.3500,-0.3500,0.0000
-0.3000,-0.3500,0.0000
-0.2500,-0.3500,0.0000
-0.2000,-0.3500,0.0000
-0.1500,-0.3500,0.0000
-0.1000,-0.3500,0.0000
-0.0500,-0.3500,0.0000
0.0000,-0.3500,0.0000
0.0500,-0.3500,0.0000
0.1000,-0.3500,0.0000
0.1500,-0.3500,0.0000
0.2000,-0.3500,0.0000
0.2500,-0.3500,0.0000
0.3000,-0.3500,0.0000
0.3500,-0.3500,0.0000
0.4000,-0.3500,0.0000
-0.5500,0.1000,0.0000
-0.5500,0.0500,0.0000
-0.5500,-0.0000,0.0000
-0.5500,-0.0500,0.0000
-0.5500,-0.1000,0.0000
-0.5500,-0.1500,0.0000
-0.5500,-0.2000,0.0000
-0.5500,-0.2500,0.0000
-0.5500,-0.3000,0.0000
0.0878,-0.1593,0.0000
-0.0119,-0.2359,0.0000
-0.1256,-0.2233,0.0000
-0.0560,-0.2270,0.0000
0.0875,-0.0281,0.0000
0.0195,0.0188,0.0000
-0.0230,0.0393,0.0000
-0.1047,0.0377,0.0000
-0.1573,0.0090,0.0000
-0.1864,-0.0542,0.0000
-0.1991,-0.1060,0.0000
-0.5012,0.1013,0.0000
-0.1754,-0.1803,0.0000
0.0511,-0.2007,0.0000
0.1028,-0.0876,0.0000
0.2499,0.1023,0.0000
0.1987,0.1038,0.0000
0.1479,0.1074,0.0000
0.0983,0.1073,0.0000
0.0494,0.1048,0.0000
-0.0035,0.0997,0.0000
-0.0538,0.1118,0.0000
-0.0994,0.1146,0.0000
-0.1451,0.1135,0.0000
-0.1891,0.1038,0.0000
-0.2439,0.0905,0.0000
-0.3029,0.1001,0.0000
-0.3537,0.1026,0.0000
-0.4030,0.1029,0.0000
-0.4522,0.1023,0.0000
0.4003,-0.1467,0.0000
0.4012,-0.0959,0.0000
0.4018,-0.0462,0.0000
0.4018,0.0030,0.0000
0.4015,0.0518,0.0000
0.4009,0.1009,0.0000
-0.3521,-0.3130,0.0000
-0.3061,-0.3092,0.0000
-0.2564,-0.3078,0.0000
-0.2064,-0.3084,0.0000
-0.1574,-0.3092,0.0000
-0.1095,-0.3094,0.0000
-0.0611,-0.3074,0.0000
-0.0081,-0.2985,0.0000
0.0477,-0.3043,0.0000
0.0989,-0.3055,0.0000
0.1506,-0.3032,0.0000
0.2024,-0.3033,0.0000
0.2533,-0.3029,0.0000
0.3018,-0.3019,0.0000
